x, y
0, 3
2.170418006430868, 3.0231548480463095
3.183279742765273, 3.037626628075253
4.340836012861736, 3.049204052098408
6.221864951768489, 3.0578871201157742
7.958199356913183, 3.05643994211288
9.694533762057878, 3.0506512301013027
12.009646302250804, 3.0434153400868307
14.758842443729904, 3.031837916063676
17.79742765273312, 3.017366136034732
24.308681672025724, 2.984081041968162
29.95176848874598, 2.955137481910275
35.59485530546624, 2.926193921852388
43.11897106109325, 2.885672937771346
50.4983922829582, 2.8422575976845152
59.18006430868167, 2.7887120115774238
66.70418006430869, 2.739507959479016
73.64951768488746, 2.6975397973950797
81.17363344051446, 2.6483357452966714
91.30225080385851, 2.5832127351664256
102.58842443729904, 2.516642547033285
113.15112540192926, 2.4573082489146163
123.56913183279742, 2.4052098408104197
137.31511254019293, 2.34876989869754
148.02250803858522, 2.3125904486251807
154.82315112540192, 2.295224312590449
160.32154340836013, 2.285094066570188
165.81993569131834, 2.2778581765557164
170, 2.2735166425470332
